Title,Score,ProgressChapter,ProgressVolumes,Type
Mahou Shoujo Lyrical Nanoha INNOCENT,0,17,3,MANGA
Mote Papa to Dakaretai Junjou Koushi,0,6,1,MANGA
Slayers: Super Explosive Demon Story,0,44,8,MANGA
Deep Love Virus,0,6,1,MANGA
Kiku,0,7,1,MANGA
Nijipuri,0,19,3,MANGA
Re:LIVE,0,2,0,MANGA
Colorless Girl,0,16,0,MANGA
Hal,0,4,1,MANGA
Mashiroiro Symphony,0,12,2,MANGA
Jinja no Mori no Nora Neko-kun,0,5,1,MANGA
Car Graffiti JK,0,28,4,MANGA
Ichijou Kaname to wa Kakawaranai,0,11,2,MANGA
Ai ni Yuku,0,2,0,MANGA
Knife,0,7,1,MANGA
Acid Flower,0,11,2,MANGA
Odoru Keikan,0,7,1,MANGA
Seijou Kouchakan no Jijou,0,6,1,MANGA
Akai Ito,0,1,0,ONE_SHOT
Oujitachi wa Izonsuru,0,5,1,MANGA
Kanojo wa Mada Koi wo Shiranai,0,24,5,MANGA
Bara no Tame ni,0,64,16,MANGA
Hanazono-kun to Suu-san no Fukakaina Houkago,0,28,3,MANGA
Rojika to Rakkasei,0,28,3,MANGA
Fractale,0,13,3,MANGA
Deathco,0,46,7,MANGA
Full Drum,0,45,5,MANGA
After 9 Hours,0,1,1,MANGA
K: Missing Kings,0,5,1,MANGA
Change World,0,8,2,MANGA
Sono Kuchibiru ni Yoru no Tsuyu,0,5,1,MANGA
Imomushi Shoujo to Komyushou Danshi,0,8,1,MANGA
Mobile Sweet Honey,0,7,1,MANGA
Teppen!,0,8,2,MANGA
Gakkou no Ojikan,0,115,17,MANGA
Yume no Soko,0,11,1,MANGA
Persona 4 The Magician,0,8,1,MANGA
Drag-On Dragoon: Utahime Five,0,17,3,MANGA
Crown Craze,0,7,1,MANGA
Densetsu no Buki wa Omokute Motenai.,0,3,1,MANGA
Hi Ina,0,1,0,ONE_SHOT
God Eater - Messiah no Kikan,0,0,5,MANGA
Golosseum,0,39,6,MANGA
Robotics;Notes,0,31,6,MANGA
Bikachou Shinshi Kaikoroku,0,16,2,MANGA
Aozora Pop,0,25,5,MANGA
Okujou no Yurirei-san Side B: Nakayoshi Quiz,0,5,1,MANGA
Ozmafia!!,0,24,3,MANGA
Kishibe Rohan wa Ugokanai Episode 10: The Run,0,1,0,ONE_SHOT
Goemulagi,0,63,0,MANGA
Bankara-san ga Tooru,0,1,0,ONE_SHOT
Alice in the Country of Clover: Bloody Twins,0,11,1,MANGA
Ibsuli Dahgikkaji,0,64,0,MANGA
Rokuyoku,0,1,0,ONE_SHOT
Daisy, Mata Ashita,0,1,0,ONE_SHOT
Ana Aki Bukuro wa Wasuregachi,0,1,0,ONE_SHOT
Goshujinsama ni Ki wo Tsukete,0,6,1,MANGA
World End Garden,0,1,0,ONE_SHOT
Sousakusha,0,13,1,MANGA
Tokyo Kareshi,0,5,1,MANGA
Hanabatake no Ibérico,0,0,0,ONE_SHOT
Blue Drop: Maiorita Tenshi,0,6,1,MANGA
G Senjou Heaven's Door,0,18,3,MANGA
Read or Dream,0,32,4,MANGA
Houkago Guitar,0,1,0,ONE_SHOT
End Game,0,13,2,MANGA
Sola,0,13,2,MANGA
Koudelka,0,15,3,MANGA
Furachi na Kare no Shitsukekata,0,6,1,MANGA
Hanimero.,0,16,3,MANGA
Nisekoi Doumei.,0,112,0,MANGA
Love & Sex,0,7,1,MANGA
Nagareboshi ni Negau hodo Bokura wa Sunao ja Nai,0,9,2,MANGA
Hanayashiki no Juunin-tachi,0,15,3,MANGA
Kamatte Hoshi no?,0,7,1,MANGA
Sae-ism,0,17,4,MANGA
Onna no Buki ga Tsukaete koso Otoko no Ko Desu.,0,1,0,ONE_SHOT
The Voices That Call Me,0,1,0,ONE_SHOT
Kono Subarashii Sekai ni Shukufuku wo! Megumin Anthology,0,13,1,MANGA
Shuffle!,0,36,6,MANGA
He~nshin!! - Sonata Birdie Rush,0,28,5,MANGA
Tomodachi Login,0,14,2,MANGA
Soukai no Eve,0,17,3,MANGA
Deep Love: Real,0,189,19,MANGA
Kimi ja Nakya Dame Nanda,0,65,10,MANGA
Yamikagishi,0,34,4,MANGA
Kyoukasho ni Nai!,0,179,18,MANGA
Kao ni Dasenai Yoshizawa-kun,0,30,4,MANGA
Asterisk,0,28,8,MANGA
Jin to Neko wa Yobu to Konai,0,6,1,MANGA
Kyou, Curry!,0,6,1,MANGA
Taikutsu wa Warawanai,0,1,0,ONE_SHOT
Irony Dress ni Sayonara,0,6,1,MANGA
Black Sun Doreiou,0,12,2,MANGA
Girlish Sweet,0,14,1,MANGA
Megane: Hazushitemo Ii desu ka?,0,8,1,MANGA
Koguresou Monogatari,0,7,1,MANGA
Sora no Yousei,0,5,1,MANGA
Tsukiyo no Toratsugumi,0,8,1,MANGA
Sugar Girl, Sugar Doll,0,12,2,MANGA
Call My Name,0,1,0,ONE_SHOT
Tubame Syndrome,0,42,8,MANGA
Adeiro Netsu Shisen,0,1,0,ONE_SHOT
Machigatta Light Novel no Tsukurikata,0,9,1,MANGA
Tokusatsu Gagaga,0,198,20,MANGA
Chrome Shelled Regios,0,20,3,MANGA
Chiisana Hiroba,0,4,1,MANGA
Charlotte The 4-koma: Seeshun wo Kakenukero!,0,28,3,MANGA
Jiayou, Damowang!,0,172,0,MANGA
Boukyaku no Shirushi to Hime,0,41,7,MANGA
Koi Lemon.,0,15,2,MANGA
Ātrail: Nisekai-teki Nichijou to Senmetsu Element,0,35,6,MANGA
Yoru wa Mijikashi Arukeyo Otome,0,21,5,MANGA
Vampire Miyu,0,48,10,MANGA
Hanazakari no Kimi-tachi e: After School,0,6,1,MANGA
Captain Tsubasa Golden-23,0,113,12,MANGA
Sailor Fuku ni Onegai!,0,22,4,MANGA
Shiro no Keiyaku,0,1,0,ONE_SHOT
Yasashiku Oshiete,0,7,1,MANGA
Tsuki ni Hoero,0,8,1,MANGA
Spotlight Lover,0,4,1,MANGA
Youyuan Jing Meng,0,7,1,MANGA
Kidou Senshi Cross Bone Gundam: Skullheart,0,6,1,MANGA
Aoi Honoo Kaoru Tsuchi,0,1,0,ONE_SHOT
NEET Princess Terrass,0,6,1,MANGA
Dorothy wa Gokigen Naname?,0,13,3,MANGA
Vision of Escaflowne,0,34,8,MANGA
Korosareru nara, Isso Sakura no Ki no Shita de,0,5,1,MANGA
Ai no Shintairiku,0,6,1,MANGA
Ryoute ni Darling,0,5,1,MANGA
Gakuto no Vector,0,12,1,MANGA
Another. Deadman Wonderland,0,0,1,MANGA
Poison Girl,0,43,3,MANGA
Nobara,0,7,1,MANGA
Ashita, Boku wa Shinu. Kimi wa Ikikaeru.,0,22,3,NOVEL
Nakamura Koedo to Daizu Keisuke wa Umakuikanai,0,25,2,MANGA
Ring ni Kakero,0,122,25,MANGA
Wombs,0,43,5,MANGA
Taiyou no Ijiwaru,0,4,1,MANGA
Saishuu Heiki Kanojo Gaiden: Sekai no Hate ni wa Kimi to Futari de,0,4,1,MANGA
Dallaeya,0,24,0,MANGA
Hana ni Kuchizuke,0,6,1,MANGA
Baki Gaiden: Scarface,0,0,5,MANGA
Seiten no Hekigan,0,12,1,MANGA
Hiatari Ryoukou!,0,26,5,MANGA
Appare Jipangu!,0,10,3,MANGA
Mitsu no Tsumatta Joushi,0,7,1,MANGA
Seishun Kinema,0,4,1,MANGA
Mitsuai Celeb,0,6,1,MANGA
Saikyo Yankee to Makeinu na Ore,0,6,1,MANGA
Sensei, Suki.,0,4,1,MANGA
Sword Art Online: Kirito no Aincrad Night,0,8,1,MANGA
Koi,0,8,1,MANGA
Onnanoko Tokidoki Otokonoko,0,7,1,MANGA
Archlord,0,46,6,MANGA
Kirara,0,40,6,MANGA
Ore ga Heroine wo Tasukesugite Sekai ga Little Mokushiroku!?,0,118,16,NOVEL
Moon,0,99,9,MANGA
Hi no Ataranai Koide-kun,0,15,2,MANGA
Sora no Manimani,0,64,10,MANGA
Neechan wa Chuunibyou,0,69,7,NOVEL
Neon Genesis Evangelion: Comic Tribute,0,19,1,MANGA
Jiraishin Diablo,0,19,3,MANGA
Taiyou no Kikoushi,0,6,1,MANGA
Gokusen Kanketsuhen,0,4,1,MANGA
Moeyo Pen,0,12,1,MANGA
Me wa Kuchi Hodo ni Koi to Iu,0,5,1,MANGA
Ookami Shounen to Hamu no Hito,0,1,1,MANGA
Isshoni Ofuro,0,4,1,MANGA
Little Busters! The 4-koma,0,49,4,MANGA
Watashi no Koibito,0,8,2,MANGA
Kimi wa Boku no Taiyou,0,1,0,ONE_SHOT
Sex Manga,0,1,0,ONE_SHOT
Kyuuketsuki no Uruwashiki Kekkon,0,3,1,MANGA
12 Nin no Yasashii Koroshiya: Leo Murder Case,0,10,2,MANGA
Mars Gaiden: Namae no Nai Uma,0,3,1,MANGA
Canaria-tachi no Fune,0,6,1,MANGA
Nanase,0,23,4,MANGA
Vengeance,0,22,0,MANGA
The Strings Dolls,0,15,2,MANGA
Jigoro!,0,9,1,MANGA
Ayakashi no Ou,0,1,0,ONE_SHOT
Nisemonogatari Anime Complete Guidebook,0,4,0,NOVEL
Detain,0,17,0,MANGA
Enjokousai Bokumetsu Undou,0,11,1,MANGA
Hate Mate,0,43,0,MANGA
Isekai no Seikishi Monogatari,0,0,2,MANGA
Murasakiiro no Qualia,0,3,1,NOVEL
C³,0,0,3,MANGA
Hoseuteulo Geumsujeo,0,73,0,MANGA
Unicorn to Sabishigariya Shoujo,0,11,2,MANGA
Hakoniwa no Soleil,0,16,4,MANGA
Angmaui Sonyeon,0,80,0,MANGA
Walkure Romanze: Shoujo Kishi Monogatari,0,16,2,MANGA
Rose Guns Days: Season 1,0,20,4,MANGA
Shimauma,0,0,22,MANGA
Mahoromi: Jikuu Kenchiku Genshitan,0,36,4,MANGA
Inner Beauty,0,44,0,MANGA
New York New York,0,17,4,MANGA
Kawaii Oresama,0,1,0,ONE_SHOT
Suki mo Yoi,0,7,1,MANGA
He Loves You,0,6,1,MANGA
Unbalance na Netsu,0,6,1,MANGA
Fight no Akatsuki,0,65,7,MANGA
Shampoo,0,6,1,MANGA
Deep Clear,0,5,1,MANGA
Takashima Kouichirou no Risou no Koibito,0,8,1,MANGA
Terebi-kun no Kimochi,0,10,1,MANGA
Imouto no Ane,0,1,0,ONE_SHOT
Nemurubaka,0,7,1,MANGA
Blood Alone - Kiss in the Moonlight,0,1,0,MANGA
Aijin☆Incubus,0,9,3,MANGA
Gakkou Hotel,0,9,2,MANGA
Koi to Yokubou no Susume,0,5,1,MANGA
Hitomi no Catoblepas,0,15,2,MANGA
Oujisama ni Narenai,0,1,0,ONE_SHOT
Kyokou no Ou,0,17,3,MANGA
Blast,0,36,5,MANGA
Zenryou Naru Itan no Machi,0,7,1,MANGA
Kakugo wo Kimete,0,5,1,MANGA
Koibana:  Kono Yuuwaku ni wa Katenai! Best 6,0,6,1,MANGA
Ichigo 100%: East Side Story,0,4,0,MANGA
Door to Heaven,0,1,0,ONE_SHOT
Aido,0,8,1,MANGA
18 Rin,0,49,5,MANGA
Ishuzoku Reviewers Comic Anthology: Darkness,0,20,1,MANGA
Nihonmatsu Kyoudai to Mokuzou Keikoku no Bouken,0,6,1,MANGA
Hisohiso -silent voice-,0,31,6,MANGA
Iiki no Ki,0,24,6,MANGA
Yami no Moribito,0,19,3,MANGA
Kyoukaisenjou no Horizon,0,42,6,MANGA
VITA Sexualis,0,35,6,MANGA
One Piece Novel A,0,11,2,NOVEL
Taki Takanosuke no Sanpo Jikan,0,21,3,MANGA
Hatsukoi Hakusho,0,4,1,MANGA
1K Apaato no Koi,0,7,1,MANGA
Mahoutsukai no Koi,0,7,1,MANGA
Wagahai wa Yome de Aru.,0,4,1,MANGA
Urusai Kurai no Kokuhaku Kudasai,0,8,1,MANGA
Kindan Kon,0,5,1,MANGA
Namaiki Kareshi,0,7,1,MANGA
100% no Kimi e,0,8,2,MANGA
You Xun Ran Shi Youxi Fei Zenmeban,0,13,0,MANGA
Guardian Dog,0,22,4,MANGA
Deep Bloody Night,0,1,0,MANGA
Mukuchi na Bakemono wa Yoru ni Naku,0,1,0,ONE_SHOT
Tokei Jikake no Ringo,0,8,1,MANGA
Nozokiya,0,2,1,MANGA
FukuNeko,0,0,1,MANGA
Motto, Ikitai...,0,9,2,MANGA
Honogurai Mizu no Soko Kara,0,5,1,MANGA
Super Danganronpa 2: Sayonara Zetsubou Gakuen 4-Koma KINGS,0,68,4,MANGA
Janmangseuleoun Jeongju-im,0,100,0,MANGA
Seishun Location,0,20,3,MANGA
Kaiki Kanzume,0,8,1,MANGA
Mawaru Penguindrum,0,34,5,MANGA
Brave Star☆Romantics,0,33,3,MANGA
Y十M: Yagyuu Ninpouchou,0,100,11,MANGA
Bakumatsu Ibunroku - Code Geass: Hangyaku no Lelouch,0,4,1,MANGA
Kiss Shite Kurenakya Shinjau,0,31,3,MANGA
I Am Currently Living with a Bear,0,1,0,ONE_SHOT
Short Program,0,9,1,MANGA
Mamacolle,0,18,4,MANGA
Kimochi no Katachi,0,7,2,MANGA
Ato Hitoiki de Ai,0,7,1,MANGA
Borderline,0,5,1,MANGA
Momo Sora,0,11,1,MANGA
Kibun wa Joujou!,0,6,1,MANGA
Zankoku na Douwa-tachi,0,5,1,MANGA
Himitsu no Himegimi Uwasa no Ouji,0,10,2,MANGA
Retsujou,0,8,1,MANGA
Fu Junai,0,6,1,MANGA
Seirei Produce,0,10,2,MANGA
Lunatic Lover's,0,8,1,MANGA
Otomodachi kara Hajimemashou.,0,15,2,MANGA
Ore wa Mada Honki Dashitenai Dake,0,36,5,MANGA
Lost Seven,0,21,4,MANGA
Yoake Mae,0,1,0,ONE_SHOT
Hirari, Bessatsu: Bukatsu Joshi Anthology - Houkago!,0,39,2,MANGA
Mozuya-san Gyakujou Suru,0,58,10,MANGA
Mouse,0,110,14,MANGA
14-sai demo Shiawase ni Shimasu!,0,10,1,MANGA
Yume Tsukai,0,36,6,MANGA
Bikkuri Suru Hodo Doji na Koi,0,8,1,MANGA
Seishun Kijinden! Nishio Gakuen,0,22,3,MANGA
Sabu to Ichi Torimono Hikae,0,83,17,MANGA
Maoyuu Maou Yuusha Gaiden: Madoromi no Onna Mahou Tsukai,0,0,7,MANGA
Koi to wa Yobenai,0,21,3,MANGA
Gim Biseoga Wae Geureolkka,0,98,6,MANGA
Rift,0,5,1,MANGA
Love Round,0,6,1,MANGA
Tamnik,0,52,0,MANGA
Gokuaku no Hana - Hokuto no Ken: Jagi Gaiden,0,16,2,MANGA
Kuma to Interi,0,9,1,MANGA
Sorenara Isso Koi ni Nare,0,11,2,MANGA
Chiisana Koi no Melody,0,7,1,MANGA
Haru no E,0,1,0,ONE_SHOT
Asa Chun!,0,4,1,MANGA
Propose no Okite,0,0,1,MANGA
Ikenai Mousou Fudanshi,0,6,1,MANGA
Nageki no Marie,0,5,1,MANGA
Sanjin Sadou,0,21,2,MANGA
Mitsukoi Honey,0,0,1,MANGA
...Curtain.,0,5,1,MANGA
Aisareru Yori ￮saretai,0,17,2,MANGA
Comics Underground Japan,0,14,1,MANGA
Haritoge Kuremi to Ou no Ie,0,31,3,MANGA
Narcissu,0,8,1,NOVEL
Crimson Grave,0,0,7,MANGA
Tomogui,0,16,4,MANGA
Kiryuu-sensei wa Renai ga Wakaranai,0,54,5,MANGA
Aisubeki Musumetachi,0,6,1,MANGA
Genjuu Chousain,0,11,2,MANGA
Wet Moon,0,29,3,MANGA
[Shinyaku] Mahou Shoujo Oriko★Magica: Sadness Prayer,0,24,4,MANGA
Tsuki Tsuki!,0,70,12,NOVEL
Unico,0,9,2,MANGA
Yuukoku no Rasputin,0,53,6,MANGA
Futsutsuka na Yome Desu ga!,0,41,4,MANGA
World Gaze Clips,0,38,4,MANGA
Fight Ippatsu! Juuden-Chan!!,0,74,10,MANGA
Otome wa Boku ni Koishiteru: Futari no Elder,0,16,3,MANGA
Zui Ai Ni Di Na Shi Nian,0,72,0,MANGA
Kamisama Gakuen@Armeria,0,36,12,MANGA
OZ,0,0,6,MANGA
Yumi to Kurumi,0,8,1,MANGA
Mamiya Seitai Ningyouten,0,7,1,MANGA
Usotsuki na Pierce,0,1,0,ONE_SHOT
Darling Only You!,0,1,0,ONE_SHOT
Shoujo Bigaku,0,7,1,MANGA
Shinshi to Norainu,0,5,1,MANGA
E no Genten,0,1,0,ONE_SHOT
Royal 17,0,12,3,MANGA
Ura Peach Girl,0,12,3,MANGA
Soshite Hibi Koishiteku,0,1,0,ONE_SHOT
Otoko no Ko Days,0,6,1,MANGA
Hot Milk,0,19,2,MANGA
Biohazard Umbrella Chronicles: Houkai e no Jokyoku,0,2,0,MANGA
Naj-e tteuneun dal,0,199,4,MANGA
Grisaia no Rakuen: Sanctuary Fellows,0,6,1,MANGA
Omae wo Otaku ni Shiteyaru kara, Ore wo Riajuu ni Shitekure!,0,0,15,NOVEL
Hinomoto 3-shimai wa Kamatte Hoshii,0,30,3,MANGA
Kaitou Saint Tail,0,33,7,MANGA
Tuxedo Gin,0,136,15,MANGA
Watashi no... Megane-kun,0,56,7,MANGA
World End Economica,0,28,3,NOVEL
Eko Eko Azaraku,0,186,19,MANGA
Boku ga Watashi ni Naru Tame ni,0,8,1,MANGA
Saiouji Kyoudai ni Komarasareru no mo Warukunai,0,28,5,MANGA
Wo Yu Feng Tian,0,128,0,MANGA
Kimi wo Chuushin ni Sekai wa Mawaru,0,5,1,MANGA
Yuru Koi,0,5,1,MANGA
Ame to Kiss,0,6,1,MANGA
Zenryoku Otome,0,6,1,MANGA
Monster and Child,0,1,0,ONE_SHOT
Crows Gaiden,0,7,2,MANGA
Daihakken,0,13,1,MANGA
Kujaku no Kyoushitsu,0,11,3,MANGA
Megami Kouhosei,0,27,5,MANGA
Zou no Miru Yume,0,1,1,ONE_SHOT
Persona 4: The Ultimate in Mayonaka Arena,0,16,3,MANGA
Natsu e no Tobira,0,1,1,MANGA
Uruwashiki Shuuen,0,1,0,MANGA
Bachi☆Bachi,0,6,1,MANGA
Princess Ai Monogatari,0,17,3,MANGA
Bijin Dorobou,0,1,0,ONE_SHOT
Akuma-chan wa Momoiro,0,6,1,MANGA
Nouka Suitai no Kikairon-teki Sekaikan ni Kansuru Ikkousatsu,0,1,0,ONE_SHOT
Yuko Sae Tatakaeba,0,39,4,MANGA
Grisaia no Kajitsu: L'Oiseau bleu,0,20,3,MANGA
Gyakusatsu Kikan,0,28,3,MANGA
Sayonara Watashitachi,0,5,1,MANGA
Midnight,0,53,6,MANGA
Demi Life!,0,10,2,MANGA
Zero no Shiniki,0,12,2,MANGA
Ikitemasu ka? Honda-kun,0,36,3,MANGA
Kousha no Ura ni wa Tenshi ga Umerarete Iru,0,26,7,MANGA
Futakaku Kankei.,0,16,2,MANGA
Koneko Pancake,0,7,1,MANGA
Yuuki Yuuna wa Yuusha de Aru: Sonogo no Sonoko,0,1,0,NOVEL
Aru Yoru.,0,1,1,MANGA
Mirai no Kioku,0,3,1,MANGA
Utsurowazarumono - Breath of Fire IV,0,27,5,MANGA
Mauri to Ryuu,0,13,2,MANGA
Akatsuki no Fumi,0,0,1,MANGA
Neoui Doni Boyeo,0,81,0,MANGA
Ai no Kotoba wo Uragaeshi,0,9,1,MANGA
Papa no Iukoto wo Kikinasai!: Usagi no Mark,0,0,0,MANGA
Last Notes,0,14,3,MANGA
Urahara to Dilemma,0,6,1,MANGA
Ani no Chuukoku,0,6,1,MANGA
Atsu Atsu Trattoria,0,4,1,MANGA
Like a Sugar,0,7,1,MANGA
Onikiri-sama wa Hakoiri Musume,0,23,4,MANGA
Tsugihagi na Kanojo,0,3,0,MANGA
Luger Code 1951,0,3,0,MANGA
Koaka Head,0,13,2,MANGA
Giant Robo,0,39,2,MANGA
Love Prism,0,6,1,MANGA
Best Blue,0,21,3,MANGA
Iinari,0,31,8,MANGA
SiESTA,0,51,5,MANGA
Bleach: Can't Fear Your Own World,0,32,3,NOVEL
Inu to Hasami wa Tsukaiyou,0,21,4,MANGA
Swan,0,208,21,MANGA
Dousei Jidai,0,80,6,MANGA
Kyuuketsu Baito Kirishima-kun,0,32,2,MANGA
Handsome na Kanojo,0,41,9,MANGA
Shounen Y,0,32,8,MANGA
Illumination,0,7,1,MANGA
Suki nan Desu,0,1,0,ONE_SHOT
Haru to Bonkura,0,4,1,MANGA
Dekiru Otoko ga Suki Nanda!,0,7,1,MANGA
Young Bad Education,0,8,1,MANGA
Anta Nante Okotowari!,0,4,1,MANGA
Toshishita no Ryuugi,0,16,3,MANGA
Nephilim John,0,42,8,MANGA
Himitsu no Shitsuji-kun,0,4,1,MANGA
Geko Geko,0,10,1,MANGA
NEET Onna to Shougaku Ninensei,0,6,1,MANGA
Mousou One-Room,0,6,1,MANGA
Giocatore, Hokaku Keikaku.,0,7,1,MANGA
Danza,0,6,1,MANGA
Stray Bullet Baby,0,6,1,MANGA
The!! Beach Stars,0,13,2,MANGA
Ojousama to Youkai Shitsuji,0,4,1,MANGA
Inu mo Kuwanai,0,8,1,MANGA
ageha,0,3,1,MANGA
Zenaku no Kuzu,0,37,5,MANGA
Lore no Mori,0,4,1,MANGA
Beyblade,0,62,14,MANGA
Happy Project,0,33,4,MANGA
Doll's Folklore,0,14,3,MANGA
Genocyber,0,5,1,MANGA
Nosferatu KISS,0,1,0,ONE_SHOT
Senpai! Imakara Kokurimasu!,0,30,5,MANGA
Sukumizu!,0,30,1,MANGA
Botongnamnam,0,36,0,MANGA
Virgin na Kankei R,0,36,6,MANGA
Cynthia the Mission,0,43,9,MANGA
Bakemono no Ko,0,20,4,MANGA
Koi ni Dokubari,0,12,2,MANGA
Mr. Fullswing,0,227,24,MANGA
Umineko no Naku Koro ni Tsubasa,0,12,3,MANGA
Yagami-kun wa, Kyou mo Ijiwaru.,0,0,11,MANGA
Astro Boy - Tetsuwan Atom,0,30,3,MANGA
Koi to Himitsu no Gakuseiryou,0,18,4,MANGA
Pocket Monsters SPECIAL: Red, Green & Blue,0,40,0,MANGA
Isso Koe ga Nakattara,0,7,1,MANGA
Renai Kyoutei Nukegake Nashi!,0,5,1,MANGA
Glass Mukou no Ano Ko,0,1,0,ONE_SHOT
Three Wolves Mountain,0,6,1,MANGA
Nine Puzzle,0,10,2,MANGA
Mermaid Line,0,8,1,MANGA
Puku Yuri,0,6,1,MANGA
Konna Nichijou,0,6,1,MANGA
Kodomo no Kodomo,0,28,3,MANGA
Galism,0,28,6,MANGA
Paladin,0,50,0,MANGA
Furue Tsumore Shiawase no Hana,0,7,1,MANGA
Plastic Little: Captain's Log,0,5,1,MANGA
Bloody Mary,0,20,4,MANGA
Akai Hana,0,1,0,ONE_SHOT
Zero,0,3,1,MANGA
Kimi no Sei: Kizuato,0,9,2,MANGA
Coo no Sekai,0,9,2,MANGA
Girls Love: Houkago, Ecchi na Yoshuu Fukushuu.,0,15,2,MANGA
Draw: Majo no Nemuru Umi de,0,32,4,MANGA
Shijou Saikyou no Gaiden,0,6,1,MANGA
Ojikoi,0,7,1,MANGA
Michiwarikusa Monogatari,0,12,2,MANGA
Senjou no Valkyria: Gallian Chronicles,0,14,4,MANGA
Barbara Ikai,0,24,4,MANGA
Heroine Hajimemashita.,0,16,4,MANGA
Mihanada Pectolite,0,6,1,MANGA
Sonyeoneul Wirohaejwo,0,30,0,MANGA
We Can Fly!,0,1,0,ONE_SHOT
Koi no Hanashi ga Shitai,0,8,1,MANGA
Semi-Eternal Happy End,0,1,0,ONE_SHOT
Terra Formars Gaiden: Rain Hard,0,5,1,MANGA
Ichigo Channel,0,49,7,MANGA
Stray Little Devil,0,32,5,MANGA
Yukiochimura ni Ojousama!,0,1,0,ONE_SHOT
Harem de Hitori,0,6,1,MANGA
Ryuguden,0,29,3,MANGA
Boku no Robot,0,8,2,MANGA
Tokyo ESP x Ga-Rei: Shadow Walker,0,5,1,MANGA
Inugami Expert,0,7,1,MANGA
Boarding House of Hunks,0,89,17,MANGA
Kimi ni Furetara.,0,5,1,MANGA
Infinity Game,0,12,2,MANGA
Gakkou no Shinigami-san,0,1,0,ONE_SHOT
Gekijouban Gintama: Kanketsu-hen - Yorozuya yo Eien Nare,0,21,1,NOVEL
High☆Speed!,0,0,2,MANGA
Sky Blue,0,22,5,MANGA
Ouji-sama ni wa Doku ga Aru.,0,40,10,MANGA
Nae Saengae Choegoui Neukdae,0,89,0,MANGA
Mikagura Gakuen Kumikyoku,0,31,6,MANGA
Shinozaki Himeno no Koigokoro Q&A,0,23,2,MANGA
Jug-eodo Joh-a,0,61,3,MANGA
Maria-sama ga Miteru,0,306,37,NOVEL
Kimi to Eureka,0,0,4,MANGA
Boku wa Isekai de Fuyo Mahou to Shoukan Mahou wo Tenbin ni Kakeru,0,0,9,NOVEL
Blood+,0,13,5,NOVEL
Anime Prison School wo Tsukutta Otoko-tachi,0,11,1,MANGA
Namcheop,0,157,0,MANGA
Apple,0,1,0,ONE_SHOT
Omae Watashi no Koto Suki daro,0,1,0,ONE_SHOT
Kaiyuu no Mori,0,7,1,MANGA
Tsuki no Toiki Ai no Kizu,0,8,1,MANGA
Datte Suki Nan Damon,0,10,2,MANGA
Kizudarake no Hakoniwa,0,9,1,MANGA
Nora,0,34,9,MANGA
Wallaby,0,8,1,MANGA
Sweet Little Devil,0,9,1,MANGA
Aoiro Keiyaku,0,5,1,MANGA
Kimiiro Shoujo,0,6,1,MANGA
Hatsukoi ni Oboreta,0,5,1,MANGA
Winter Flowers,0,1,0,ONE_SHOT
The Demon Ororon,0,21,4,MANGA
Sword of the Dark Ones,0,21,3,MANGA
Kodomo ga Neta Ato de,0,1,0,ONE_SHOT
Me wo Sametara Onnanoko ni Natteita Yamai,0,1,0,ONE_SHOT
Houseki-iro no Koi,0,17,1,MANGA
Masuraou,0,71,7,MANGA
Takeo-chan Bukkairoku,0,35,7,MANGA
Gravitation EX,0,25,2,MANGA
Mononote,0,25,3,MANGA
Alice to Taiyou,0,20,3,MANGA
Assassin's Creed 4: Black Flag - Kakusei,0,12,2,MANGA
Jewelry: Hane to Kotori no Subarashiki Hibi,0,13,2,MANGA
Girlish Number,0,15,3,MANGA
Honorable Baek Dong Soo,0,65,9,MANGA
Koi Iro Devil,0,23,5,MANGA
Kuimonodokoro Akira,0,7,1,MANGA
Dekiru Otoko no Sodatekata,0,10,2,MANGA
Shitauke Tantei Nokori Kasuhiro: Misshitsu no Ryuugakusei,0,1,0,ONE_SHOT
Mimizuku to Yoru no Ou,0,10,1,NOVEL
Kishibe Rohan wa Ugokanai Episode 16: Zangeshitsu,0,1,0,ONE_SHOT
Binbou Shimai Monogatari,0,46,4,MANGA
Baby Leaf,0,7,1,MANGA
Dear My Mister,0,6,1,MANGA
Dageki Joi Saori,0,15,2,MANGA
Unlucky Strike,0,5,1,MANGA
Bloomed in Action,0,7,1,MANGA
Cutie Lips,0,9,1,MANGA
Kagijin,0,17,2,MANGA
Leona Explosion,0,10,1,MANGA
Yururizumu,0,6,1,MANGA
Adidas Manga Fever,0,2,1,MANGA
eques,0,1,0,ONE_SHOT
Ao ni Naku,0,5,1,MANGA
Kimi wo Mawashitai.,0,39,1,MANGA
Code Geass: Lelouch of the Rebellion - Knight,0,55,5,MANGA
Babel,0,32,8,MANGA
Wonted,0,291,0,MANGA
God Eater: The Spiral Fate,0,17,2,MANGA
Osaka Banpaku,0,16,1,MANGA
Otoko wo Misete yo Kurata-kun!,0,15,3,MANGA
Haiyore! Nyaruko-san,0,11,2,MANGA
Gente,0,15,3,MANGA
Zombie Romanticism,0,8,1,MANGA
Majo ni Ataeru Tettsui,0,17,3,MANGA
Eien no Zero,0,41,5,MANGA
Juuni Taisen,0,12,1,NOVEL
Renai Kinshi Gakuen,0,14,2,MANGA
After 10 Hours,0,1,1,MANGA
Bond(z),0,4,1,MANGA
